"Bruto/Neto","Gads","Rīga","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aglonas novads","Aizkraukles novads","Aizputes novads","Aknīstes novads","Alojas novads","Alsungas novads","Alūksnes novads","Amatas novads","Apes novads","Auces novads","Ādažu novads","Babītes novads","Baldones novads","Baltinavas novads","Balvu novads","Bauskas novads","Beverīnas novads","Brocēnu novads","Burtnieku novads","Carnikavas novads","Cesvaines novads","Cēsu novads","Ciblas novads","Dagdas novads","Daugavpils novads","Dobeles novads","Dundagas novads","Durbes novads","Engures novads","Ērgļu novads","Garkalnes novads","Grobiņas novads","Gulbenes novads","Iecavas novads","Ikšķiles novads","Ilūkstes novads","Inčukalna novads","Jaunjelgavas novads","Jaunpiebalgas novads","Jaunpils novads","Jelgavas novads","Jēkabpils novads","Kandavas novads","Kārsavas novads","Kocēnu novads","Kokneses novads","Krāslavas novads","Krimuldas novads","Krustpils novads","Kuldīgas novads","Ķeguma novads","Ķekavas novads","Lielvārdes novads","Limbažu novads","Līgatnes novads","Līvānu novads","Lubānas novads","Ludzas novads","Madonas novads","Mazsalacas novads","Mālpils novads","Mārupes novads","Mērsraga novads","Naukšēnu novads","Neretas novads","Nīcas novads","Ogres novads","Olaines novads","Ozolnieku novads","Pārgaujas novads","Pāvilostas novads","Pļaviņu novads","Preiļu novads","Priekules novads","Priekuļu novads","Raunas novads","Rēzeknes novads","Riebiņu novads","Rojas novads","Ropažu novads","Rucavas novads","Rugāju novads","Rundāles novads","Rūjienas novads","Salacgrīvas novads","Salas novads","Salaspils novads","Saldus novads","Saulkrastu novads","Sējas novads","Siguldas novads","Skrīveru novads","Skrundas novads","Smiltenes novads","Stopiņu novads","Strenču novads","Talsu novads","Tērvetes novads","Tukuma novads","Vaiņodes novads","Valkas novads","Varakļānu novads","Vārkavas novads","Vecpiebalgas novads","Vecumnieku novads","Ventspils novads","Viesītes novads","Viļakas novads","Viļānu novads","Zilupes novads"
"Bruto","2018",1207,753,970,857,898,982,789,984,1034,637,945,739,1015,729,646,716,714,600,754,920,1020,767,677,671,869,718,802,830,927,669,874,637,631,654,980,624,710,846,649,1032,904,850,957,1085,884,1125,1140,836,765,933,817,692,659,892,820,647,830,696,770,836,949,831,790,811,904,678,678,860,696,1076,1242,878,823,645,836,771,1100,995,796,583,827,771,690,911,704,762,732,698,1009,847,657,827,798,828,807,1244,835,1107,761,806,707,786,858,1249,829,869,916,904,652,758,604,618,785,799,1054,710,617,648,613
