"Gads","Rīgas reģions","Pierīgas reģions","Vidzemes reģions","Kurzemes reģions","Zemgales reģions","Latgales reģions","Rīga","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aglonas novads","Aizkraukles novads","Aizputes novads","Aknīstes novads","Alojas novads","Alsungas novads","Alūksnes novads","Amatas novads","Apes novads","Auces novads","Ādažu novads","Babītes novads","Baldones novads","Baltinavas novads","Balvu novads","Bauskas novads","Beverīnas novads","Brocēnu novads","Burtnieku novads","Carnikavas novads","Cesvaines novads","Cēsu novads","Ciblas novads","Dagdas novads","Daugavpils novads","Dobeles novads","Dundagas novads","Durbes novads","Engures novads","Ērgļu novads","Garkalnes novads","Grobiņas novads","Gulbenes novads","Iecavas novads","Ikšķiles novads","Ilūkstes novads","Inčukalna novads","Jaunjelgavas novads","Jaunpiebalgas novads","Jaunpils novads","Jelgavas novads","Jēkabpils novads","Kandavas novads","Kārsavas novads","Kocēnu novads","Kokneses novads","Krāslavas novads","Krimuldas novads","Krustpils novads","Kuldīgas novads","Ķeguma novads","Ķekavas novads","Lielvārdes novads","Limbažu novads","Līgatnes novads","Līvānu novads","Lubānas novads","Ludzas novads","Madonas novads","Mazsalacas novads","Mālpils novads","Mārupes novads","Mērsraga novads","Naukšēnu novads","Neretas novads","Nīcas novads","Ogres novads","Olaines novads","Ozolnieku novads","Pārgaujas novads","Pāvilostas novads","Pļaviņu novads","Preiļu novads","Priekules novads","Priekuļu novads","Raunas novads","Rēzeknes novads","Riebiņu novads","Rojas novads","Ropažu novads","Rucavas novads","Rugāju novads","Rundāles novads","Rūjienas novads","Salacgrīvas novads","Salas novads","Salaspils novads","Saldus novads","Saulkrastu novads","Sējas novads","Siguldas novads","Skrīveru novads","Skrundas novads","Smiltenes novads","Stopiņu novads","Strenču novads","Talsu novads","Tērvetes novads","Tukuma novads","Vaiņodes novads","Valkas novads","Varakļānu novads","Vārkavas novads","Vecpiebalgas novads","Vecumnieku novads","Ventspils novads","Viesītes novads","Viļakas novads","Viļānu novads","Zilupes novads","Nav adreses"
"2017",19695,6484,3408,3979,4777,5844,19695,2106,934,660,1149,989,639,488,713,56,304,89,47,43,13,317,99,47,87,155,162,67,42,288,567,35,90,91,133,26,419,45,156,447,587,62,38,106,20,192,88,390,200,113,69,80,146,49,22,267,53,130,104,102,136,420,36,94,372,96,304,108,281,46,170,14,307,394,24,24,433,18,33,56,38,808,306,129,54,25,134,202,57,150,19,371,71,45,74,32,24,57,88,140,53,311,427,129,25,273,62,105,184,212,51,616,42,572,25,190,35,22,43,124,137,38,129,79,97,63
