"Gads","Rīgas reģions","Pierīgas reģions","Vidzemes reģions","Kurzemes reģions","Zemgales reģions","Latgales reģions","Rīga","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aglonas novads","Aizkraukles novads","Aizkraukle","Aizputes novads","Aizpute","Aknīstes novads","Aknīste","Alojas novads","Aloja","Staicele","Alsungas novads","Alūksnes novads","Alūksne","Amatas novads","Apes novads","Ape","Auces novads","Auce","Ādažu novads","Babītes novads","Baldones novads","Baldone","Baltinavas novads","Balvu novads","Balvi","Bauskas novads","Bauska","Beverīnas novads","Brocēnu novads","Brocēni","Burtnieku novads","Carnikavas novads","Cesvaines novads","Cesvaine","Cēsu novads","Cēsis","Ciblas novads","Dagdas novads","Dagda","Daugavpils novads","Dobeles novads","Dobele","Dundagas novads","Durbes novads","Durbe","Engures novads","Ērgļu novads","Garkalnes novads","Grobiņas novads","Grobiņa","Gulbenes novads","Gulbene","Iecavas novads","Ikšķiles novads","Ikšķile","Ilūkstes novads","Ilūkste","Subate","Inčukalna novads","Vangaži","Jaunjelgavas novads","Jaunjelgava","Jaunpiebalgas novads","Jaunpils novads","Jelgavas novads","Jēkabpils novads","Kandavas novads","Kandava","Kārsavas novads","Kārsava","Kocēnu novads","Kokneses novads","Krāslavas novads","Krāslava","Krimuldas novads","Krustpils novads","Kuldīgas novads","Kuldīga","Ķeguma novads","Ķegums","Ķekavas novads","Baloži","Lielvārdes novads","Lielvārde","Limbažu novads","Limbaži","Līgatnes novads","Līgatne","Līvānu novads","Līvāni","Lubānas novads","Lubāna","Ludzas novads","Ludza","Madonas novads","Madona","Mazsalacas novads","Mazsalaca","Mālpils novads","Mārupes novads","Mērsraga novads","Naukšēnu novads","Neretas novads","Nīcas novads","Ogres novads","Ogre","Olaines novads","Olaine","Ozolnieku novads","Pārgaujas novads","Pāvilostas novads","Pāvilosta","Pļaviņu novads","Pļaviņas","Preiļu novads","Preiļi","Priekules novads","Priekule","Priekuļu novads","Raunas novads","Rēzeknes novads","Riebiņu novads","Rojas novads","Ropažu novads","Rucavas novads","Rugāju novads","Rundāles novads","Rūjienas novads","Rūjiena","Salacgrīvas novads","Ainaži","Salacgrīva","Salas novads","Salaspils novads","Salaspils","Saldus novads","Saldus","Saulkrastu novads","Saulkrasti","Sējas novads","Siguldas novads","Sigulda","Skrīveru novads","Skrundas novads","Skrunda","Smiltenes novads","Smiltene","Stopiņu novads","Strenču novads","Seda","Strenči","Talsu novads","Sabile","Stende","Talsi","Valdemārpils","Tērvetes novads","Tukuma novads","Tukums","Vaiņodes novads","Valkas novads","Valka","Varakļānu novads","Varakļāni","Vārkavas novads","Vecpiebalgas novads","Vecumnieku novads","Ventspils novads","Piltene","Viesītes novads","Viesīte","Viļakas novads","Viļaka","Viļānu novads","Viļāni","Zilupes novads","Zilupe"
"2018",637971,367266,188494,243032,232759,264857,637971,83250,56383,22188,49073,69180,28156,23063,34855,3309,8130,7098,8355,4155,2557,1031,4680,1122,877,1322,14472,6784,5003,3345,850,6289,2333,11184,10350,5485,3801,1000,12129,6135,23061,8515,3006,5622,2840,7584,8626,2422,1382,16489,15137,2515,6992,2065,20684,19768,9119,3740,2681,503,7080,2747,8344,8479,3597,20431,7388,8424,9643,7068,6820,2287,635,7558,3279,5252,1843,2086,2239,22244,4419,7853,3548,5393,1962,5912,5020,14542,7796,4885,5603,22630,10623,5374,2125,23042,6397,9735,5983,16312,7111,3262,994,11029,7291,2287,1561,12416,7894,22604,7106,2990,1132,3411,19456,1478,1731,3442,3209,33083,23272,19409,10934,9864,3666,2575,894,5031,3086,9382,6423,5203,1934,7719,3096,25274,4779,3527,6800,1538,2160,3407,4992,2796,7423,689,2654,3403,22555,18071,22422,10053,5751,2859,2185,17337,11376,3366,4747,1958,12082,5225,10492,2945,1105,1025,28071,1333,1643,9269,1199,3396,27901,16937,2337,7813,4592,3132,1815,1869,3615,7893,11061,903,3619,1544,4733,1301,5659,2891,2766,1437
