"Gads","Rīgas reģions","Pierīgas reģions","Vidzemes reģions","Kurzemes reģions","Zemgales reģions","Latgales reģions","Rīga","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aglonas novads","Aizkraukles novads","Aizputes novads","Aknīstes novads","Alojas novads","Alsungas novads","Alūksnes novads","Amatas novads","Apes novads","Auces novads","Ādažu novads","Babītes novads","Baldones novads","Baltinavas novads","Balvu novads","Bauskas novads","Beverīnas novads","Brocēnu novads","Burtnieku novads","Carnikavas novads","Cesvaines novads","Cēsu novads","Ciblas novads","Dagdas novads","Daugavpils novads","Dobeles novads","Dundagas novads","Durbes novads","Engures novads","Ērgļu novads","Garkalnes novads","Grobiņas novads","Gulbenes novads","Iecavas novads","Ikšķiles novads","Ilūkstes novads","Inčukalna novads","Jaunjelgavas novads","Jaunpiebalgas novads","Jaunpils novads","Jelgavas novads","Jēkabpils novads","Kandavas novads","Kārsavas novads","Kocēnu novads","Kokneses novads","Krāslavas novads","Krimuldas novads","Krustpils novads","Kuldīgas novads","Ķeguma novads","Ķekavas novads","Lielvārdes novads","Limbažu novads","Līgatnes novads","Līvānu novads","Lubānas novads","Ludzas novads","Madonas novads","Mazsalacas novads","Mālpils novads","Mārupes novads","Mērsraga novads","Naukšēnu novads","Neretas novads","Nīcas novads","Ogres novads","Olaines novads","Ozolnieku novads","Pārgaujas novads","Pāvilostas novads","Pļaviņu novads","Preiļu novads","Priekules novads","Priekuļu novads","Raunas novads","Rēzeknes novads","Riebiņu novads","Rojas novads","Ropažu novads","Rucavas novads","Rugāju novads","Rundāles novads","Rūjienas novads","Salacgrīvas novads","Salas novads","Salaspils novads","Saldus novads","Saulkrastu novads","Sējas novads","Siguldas novads","Skrīveru novads","Skrundas novads","Smiltenes novads","Stopiņu novads","Strenču novads","Talsu novads","Tērvetes novads","Tukuma novads","Vaiņodes novads","Valkas novads","Varakļānu novads","Vārkavas novads","Vecpiebalgas novads","Vecumnieku novads","Ventspils novads","Viesītes novads","Viļakas novads","Viļānu novads","Zilupes novads"
"2017",4499,2595,1155,1626,1534,1741,4499,608,397,144,370,504,166,175,243,22,49,38,13,18,6,92,33,21,36,67,75,35,6,70,135,25,38,45,68,18,98,11,46,175,121,20,21,56,21,58,52,97,57,60,50,46,32,10,17,155,22,64,32,37,38,88,31,35,145,29,164,79,124,27,58,7,69,110,18,23,159,9,9,15,20,228,124,78,32,17,37,62,33,63,22,150,37,28,41,10,10,22,22,48,19,156,151,45,16,133,29,29,91,64,12,177,18,197,13,44,11,13,15,57,72,25,19,35,14
