"Gads","Rīgas reģions","Pierīgas reģions","Vidzemes reģions","Kurzemes reģions","Zemgales reģions","Latgales reģions","Rīga","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aglonas novads","Aizkraukles novads","Aizputes novads","Aknīstes novads","Alojas novads","Alsungas novads","Alūksnes novads","Amatas novads","Apes novads","Auces novads","Ādažu novads","Babītes novads","Baldones novads","Baltinavas novads","Balvu novads","Bauskas novads","Beverīnas novads","Brocēnu novads","Burtnieku novads","Carnikavas novads","Cesvaines novads","Cēsu novads","Ciblas novads","Dagdas novads","Daugavpils novads","Dobeles novads","Dundagas novads","Durbes novads","Engures novads","Ērgļu novads","Garkalnes novads","Grobiņas novads","Gulbenes novads","Iecavas novads","Ikšķiles novads","Ilūkstes novads","Inčukalna novads","Jaunjelgavas novads","Jaunpiebalgas novads","Jaunpils novads","Jelgavas novads","Jēkabpils novads","Kandavas novads","Kārsavas novads","Kocēnu novads","Kokneses novads","Krāslavas novads","Krimuldas novads","Krustpils novads","Kuldīgas novads","Ķeguma novads","Ķekavas novads","Lielvārdes novads","Limbažu novads","Līgatnes novads","Līvānu novads","Lubānas novads","Ludzas novads","Madonas novads","Mazsalacas novads","Mālpils novads","Mārupes novads","Naukšēnu novads","Neretas novads","Nīcas novads","Ogres novads","Olaines novads","Ozolnieku novads","Pārgaujas novads","Pāvilostas novads","Pļaviņu novads","Preiļu novads","Priekules novads","Priekuļu novads","Raunas novads","Rēzeknes novads","Riebiņu novads","Rojas novads","Ropažu novads","Rucavas novads","Rugāju novads","Rundāles novads","Rūjienas novads","Salacgrīvas novads","Salas novads","Salaspils novads","Saldus novads","Saulkrastu novads","Sējas novads","Siguldas novads","Skrīveru novads","Skrundas novads","Smiltenes novads","Stopiņu novads","Strenču novads","Talsu novads","Tērvetes novads","Tukuma novads","Vaiņodes novads","Valkas novads","Varakļānu novads","Vārkavas novads","Vecpiebalgas novads","Vecumnieku novads","Ventspils novads","Viesītes novads","Viļakas novads","Viļānu novads","Zilupes novads"
"2009",325737,185542,100158,139592,119399,164698,325737,47549,28556,12176,26764,41791,15546,11020,19721,2348,4793,4752,1326,2470,850,9285,2968,1878,3631,3997,3507,2296,625,7308,11458,1986,3031,3410,6509,1170,8191,1660,4541,16911,10269,1999,1701,3563,1552,3892,5369,11011,3607,3332,4231,4021,3038,1170,1057,11139,2372,4007,3631,2643,2370,10227,1965,3028,11986,2565,10804,4289,11506,1899,6922,1136,8119,12375,1700,1468,6200,853,1828,1940,16181,14362,4083,1728,1739,3068,5495,3125,3894,1527,15729,3122,2813,3479,1929,1200,1710,2734,4140,1800,10905,11772,7056,1244,6811,1602,3052,5361,4252,1920,13749,1387,12900,1493,4925,1811,1135,2011,3920,6780,2238,3378,3168,1853
